DonorID,FirstName,LastName,Email,Phone,City,State,ZipCode,LastDonationDate,TotalGifts,TotalAmountDonated,EventParticipation,EngagementScore,Year,Month,Segment
D00181,Jessica,Jackson,jonesnathan@gmail.com,2320001327,Port Dianaview,MA,26985,2022-05-17,21,1659.34,No,72,2022,5,Low Value
D00182,Emily,Tate,uhunt@morgan.com,928.243.5097x91353,Rodriguezside,NV,61169,2022-08-05,12,13744.31,Yes,96,2022,8,Medium Value
D00183,Tracey,Munoz,vjohnson@yahoo.com,001-295-617-6294x84676,North Stephanie,NJ,70530,2024-03-05,18,14779.84,Yes,8,2024,3,Medium Value
D00184,Corey,Anderson,ysanford@duncan.org,089-779-5361x4083,Lake Haley,AR,27064,2024-08-21,4,16325.15,Yes,74,2024,8,High Value
D00185,Richard,Garcia,brooksthomas@hill-barker.com,7090633602,North Christianburgh,MA,10522,2022-09-30,22,6406.54,Yes,63,2022,9,Low Value
D00186,Matthew,Roth,jacobsrenee@hotmail.com,315.672.6173x6292,Greenton,ND,4500,2024-06-22,17,9126.87,No,87,2024,6,Medium Value
D00187,Michelle,Robles,adam30@yahoo.com,598-977-7382x4382,Keithhaven,OK,96298,2022-06-06,10,21095.14,No,4,2022,6,High Value
D00188,John,Nguyen,joseph95@walker.com,462-922-2283,Cynthiafurt,WY,85702,2024-10-21,20,4889.67,No,48,2024,10,Low Value
D00189,James,Banks,carrjessica@wilcox.com,813.852.2359,Williamsburgh,OH,17177,2022-08-27,6,20675.16,Yes,52,2022,8,High Value
D00190,Shane,Sparks,aspears@yahoo.com,6270940144,West Jonfurt,UT,97026,2024-10-22,25,14075.13,Yes,38,2024,10,Medium Value
D00191,Robert,Patel,michael72@yahoo.com,245-229-2456,Michelefort,TX,8832,2025-03-17,14,19059.44,No,94,2025,3,High Value
D00192,Joshua,Morales,amandajackson@yahoo.com,089.393.5046x293,Strongfurt,RI,94282,2023-02-17,11,17845.91,Yes,87,2023,2,High Value
D00193,John,Gutierrez,kjohnson@gmail.com,741.535.8338,New Loganport,CO,97786,2024-11-29,11,5203.64,No,5,2024,11,Low Value
D00194,Sandra,Oliver,christopher85@yahoo.com,895.919.0530x945,New Patricia,CO,39981,2023-04-09,29,14228.94,Yes,85,2023,4,Medium Value
D00195,Scott,Kelley,shannon70@gmail.com,-3838,Maysstad,VT,82844,2023-08-23,18,21695.72,No,70,2023,8,High Value
D00196,Michelle,Dickson,annette60@hawkins-henry.com,230.070.8618,East Kathrynhaven,DC,47031,2022-07-12,27,10814.26,Yes,81,2022,7,Medium Value
D00197,Andrea,Reyes,nicholasrush@gmail.com,(948)467-4752x91483,Kathrynland,IN,13828,2023-11-23,23,24165.44,No,89,2023,11,High Value
D00198,Brent,Peterson,hrobinson@roberts.biz,001-565-086-9227x0252,New Matthewbury,CA,98770,2024-05-06,22,11316.33,No,24,2024,5,Medium Value
D00199,Yvette,Cervantes,karen69@yahoo.com,+1-541-105-5624x12667,Lake Gregorybury,HI,71187,2024-09-22,18,3586.79,No,86,2024,9,Low Value
D00200,Mary,Garza,crystal58@hotmail.com,(809)405-9647x03364,North Lori,TX,50984,2024-04-25,24,9748.08,Yes,77,2024,4,Medium Value
D00201,Tanya,Mueller,michelesimpson@yahoo.com,(453)206-5432,Danielton,ID,47950,2023-12-23,23,23793.53,No,17,2023,12,High Value
D00202,Sara,Graham,lmoore@yahoo.com,(143)403-7152x43109,Stevenburgh,IN,51878,2022-11-13,11,8006.63,No,78,2022,11,Medium Value
D00203,Melinda,Cobb,patelmatthew@yahoo.com,568-309-5312,Julieland,KY,83533,2024-03-01,21,21705.09,Yes,98,2024,3,High Value
D00204,Gabriel,Stephens,reyesdenise@jenkins-fields.org,(526)497-4787,Sullivanbury,KS,28366,2023-04-16,12,22033.64,Yes,90,2023,4,High Value
D00205,Todd,Young,chelseagordon@greene.biz,6764428630,Lake Virginiahaven,CT,48230,2024-06-09,5,8767.66,No,83,2024,6,Medium Value
D00206,Jason,Bates,chelsea29@kennedy.org,078.101.0124x480,South Heather,NE,93921,2022-10-12,23,2099.78,Yes,26,2022,10,Low Value
D00207,Richard,Miller,melissamartin@yahoo.com,(694)211-8749x004,West Michaelborough,KS,18877,2022-07-23,9,18119.46,No,3,2022,7,High Value
D00208,Brian,Galvan,thomasmarquez@morris.com,910-072-3149x204,Milestown,ND,7955,2024-06-15,27,7801.58,Yes,2,2024,6,Medium Value
D00209,Nicholas,Andrews,beckystevens@morrison.info,001-930-640-4121,North Robertberg,TX,38674,2024-05-29,25,19577.43,No,92,2024,5,High Value
D00210,Tricia,Tucker,monica23@bowen-jones.com,7043105503,New Robertamouth,HI,89987,2023-03-16,9,11077.52,Yes,2,2023,3,Medium Value
D00211,Joseph,Vargas,eatkins@yahoo.com,588-785-0660,Barryfurt,IN,55451,2022-06-03,22,12141.96,No,22,2022,6,Medium Value
D00212,Kristen,Ford,baldwincatherine@hotmail.com,001-675-141-4835x15609,Ashleyburgh,OR,18626,2023-06-22,10,19452.18,Yes,71,2023,6,High Value
D00213,Spencer,Peters,ucastillo@carter.com,(142)770-2153x861,South Johnstad,CA,29665,2023-02-24,22,9571.44,Yes,4,2023,2,Medium Value
D00214,Rodney,Short,gmoran@hotmail.com,511-162-7143,Philipberg,DC,25532,2022-09-23,19,11089.32,Yes,38,2022,9,Medium Value
D00215,Susan,Thompson,gcobb@gmail.com,001-593-410-6165x04725,East Ginaberg,MA,4727,2024-03-13,1,9417.24,No,84,2024,3,Medium Value
D00216,Wendy,Blanchard,bowenmichael@hotmail.com,(310)737-1220x725,Barbarastad,NC,56850,2024-06-08,7,9196.17,Yes,70,2024,6,Medium Value
D00217,Angela,Jones,robinpope@gmail.com,001-084-524-0886x0969,East Cynthiaside,FL,41027,2024-01-20,4,13158.15,No,73,2024,1,Medium Value
D00218,Jennifer,Rodriguez,riveraheather@yahoo.com,(533)601-0999,Elizabethhaven,ID,22128,2022-11-16,1,20223.81,Yes,52,2022,11,High Value
D00219,Eric,Cervantes,katherinepeterson@hotmail.com,191.400.9981,Karifort,DE,19066,2022-04-10,15,9056.97,Yes,31,2022,4,Medium Value
D00220,Kenneth,Wise,kristin49@yahoo.com,(971)922-8874,Lake Thomasfort,WV,620,2024-01-11,8,13115.88,No,26,2024,1,Medium Value
D00221,Tanya,Gray,earlroberts@beard.com,001-159-492-5434x5026,Port Andrew,AL,65557,2023-10-28,12,16774.77,No,36,2023,10,High Value
D00222,Beth,Snyder,shirley29@hotmail.com,(427)386-9664x81105,North Michael,CO,49244,2022-09-05,22,6750.6,No,26,2022,9,Low Value
D00223,Amy,Keller,rmarquez@yahoo.com,292-724-3067,North Jamieshire,DE,39884,2025-02-16,22,6952.52,No,28,2025,2,Low Value
D00224,Julie,Davis,dwaynecarter@scott-perez.com,798.367.7810x7082,Pamelafort,DE,66859,2025-03-13,18,23336.66,No,5,2025,3,High Value
D00225,Brian,Montoya,breannagreen@hotmail.com,089-351-3315x792,Morganhaven,LA,39672,2022-12-06,15,18093.89,No,74,2022,12,High Value
D00226,Breanna,Clay,kmontgomery@yahoo.com,8236616201,Michaelfurt,NY,26839,2023-11-10,17,14438.12,No,18,2023,11,Medium Value
D00227,Wesley,Berger,alexandra67@jackson.biz,295.126.6086x961,North Jacqueline,FL,62064,2024-07-31,29,16200.05,No,15,2024,7,High Value
D00228,Melissa,Fields,petersonkyle@hernandez.com,084-039-0927,Lake Leslietown,FL,42867,2022-09-01,14,751.9,No,57,2022,9,Low Value
D00229,Eric,Smith,victor90@singleton.com,(736)086-3339x9506,Herreratown,NV,83511,2022-07-27,14,15460.21,No,97,2022,7,High Value
D00230,Susan,Thomas,elizabeth61@romero-nelson.net,(676)055-0800x5090,Lawrencechester,NE,83692,2023-01-18,18,12747.53,No,5,2023,1,Medium Value
D00231,Christopher,Hernandez,griffinalexandra@scott.com,-2210,East Andreamouth,NC,59356,2024-04-13,20,13652.83,Yes,37,2024,4,Medium Value
D00232,Jacob,Schmidt,hannahbryant@krause.net,(564)419-9412x436,Lake Penny,IN,82231,2024-01-05,18,8998.41,Yes,86,2024,1,Medium Value
D00233,Brooke,Price,pauljessica@gmail.com,605-029-9907,Jeffreyfort,NJ,19077,2024-03-06,16,2055.22,No,86,2024,3,Low Value
D00234,Emma,Lane,bruce33@gill.com,(191)814-9836x7849,Lake Christophertown,RI,90318,2023-03-22,1,4849.61,Yes,22,2023,3,Low Value
D00235,Joe,Gonzalez,gonzalezdarren@gmail.com,3217749117,Lake Susan,NY,67961,2022-09-19,23,23769.6,No,52,2022,9,High Value
D00236,David,Maldonado,corylawrence@hotmail.com,(755)004-3753x15752,Samuelton,ME,69279,2025-01-24,27,10229.32,Yes,15,2025,1,Medium Value
D00237,Pamela,Stewart,ashley96@gmail.com,(950)838-6039,Terryberg,GA,68807,2024-02-10,11,11677.75,No,17,2024,2,Medium Value
D00238,John,Hudson,briannareid@yahoo.com,3674867567,Port Frankhaven,DE,56624,2024-12-02,15,1336.69,Yes,51,2024,12,Low Value
D00239,Brooke,Gentry,karen94@welch-murphy.info,(351)534-7439x270,Lake Jayborough,WV,17230,2024-09-27,12,958.4,No,45,2024,9,Low Value
D00240,Christine,Torres,joseph83@yahoo.com,120.780.0378x10103,Andersonside,OK,93295,2023-01-16,8,17935.19,Yes,63,2023,1,High Value
D00241,Robert,Harding,connie12@yahoo.com,+1-208-234-1609x9097,New Tracybury,ID,28837,2025-03-15,22,13461.6,No,28,2025,3,Medium Value
D00242,Brandy,Graham,patricia87@martin-jones.biz,(788)516-6190x764,Port Edward,MT,39525,2023-01-20,20,12727.48,No,59,2023,1,Medium Value
D00243,Alexandra,Haas,schaeferscott@hotmail.com,490-439-4616x2227,Port Brendanland,MI,43982,2023-07-16,6,6093.25,Yes,86,2023,7,Low Value
D00244,Sarah,Cooper,kimberlyhines@parker.com,001-726-105-4026x028,Shelleyton,TN,94891,2024-12-13,3,18623.87,No,21,2024,12,High Value
D00245,James,Davis,cohensara@gmail.com,+1-465-592-1895x6886,North Robert,PA,48078,2024-11-14,28,4222.55,Yes,42,2024,11,Low Value
D00246,Jennifer,Smith,eric62@bishop.com,993-397-4539x180,Amyfort,VT,92626,2023-09-01,24,4764.57,Yes,81,2023,9,Low Value
D00247,John,Downs,rchan@gmail.com,(384)876-1444,Lake Christopher,ID,61349,2022-05-17,26,11528.59,No,69,2022,5,Medium Value
D00248,Randy,Powell,tmichael@yahoo.com,373.609.0857,Paulport,MS,48887,2023-01-17,13,7171.27,No,82,2023,1,Medium Value
D00249,Emily,Anderson,matthew55@parker-elliott.biz,379-476-3183x42900,Thompsonfort,NH,81022,2024-11-28,13,6201.63,No,17,2024,11,Low Value
D00250,Kevin,Phillips,abrown@brewer-taylor.info,(492)785-2346,West Kimberlyburgh,CT,40229,2024-04-24,2,16138.04,Yes,68,2024,4,High Value
D00251,Leslie,Wood,cardenasjames@hotmail.com,001-151-216-7608x9601,Kevinfurt,AR,13275,2023-10-04,5,16281.27,No,7,2023,10,High Value
D00252,Karen,Dunn,marissa05@yahoo.com,6658978242,East Brett,HI,69690,2023-04-17,17,20616.44,No,89,2023,4,High Value
D00253,Charles,Brown,angela33@hotmail.com,001-565-829-3854x0445,South Destiny,NV,62752,2024-02-19,6,10454.36,No,40,2024,2,Medium Value
D00254,Stephen,Warner,daniel32@yahoo.com,3986383466,East Judithmouth,KY,87349,2024-01-27,2,1845.67,No,40,2024,1,Low Value
D00255,Yolanda,Hoover,ccrane@hotmail.com,+1-081-449-8602x965,Carrollfurt,CT,79923,2024-08-09,4,6856.19,No,43,2024,8,Low Value
D00256,Wendy,Howard,mwright@hotmail.com,283.153.0707,Davisport,VT,47455,2023-08-14,22,24500.54,Yes,73,2023,8,High Value
D00257,Charles,Callahan,garciadanielle@yahoo.com,+1-190-487-8601x508,Orozcostad,MO,56682,2024-11-18,26,14914.54,Yes,83,2024,11,Medium Value
D00258,Jason,Glenn,hmclean@yahoo.com,001-334-512-9829x454,Rodriguezburgh,SD,89444,2024-08-30,11,17749.23,No,51,2024,8,High Value
D00259,Joseph,Young,nguyenkimberly@holloway-sawyer.org,001-183-378-8147x42507,Pachecoton,RI,95589,2022-04-15,8,203.8,No,73,2022,4,Low Value
D00260,Sarah,Park,annagonzales@yahoo.com,382-039-5007x8677,Jeromeshire,MN,16392,2022-08-27,12,12964.78,Yes,23,2022,8,Medium Value
D00261,Nicole,Long,hannah21@hotmail.com,500-535-7603x67336,Lake Alan,WV,25780,2023-05-31,8,957.47,Yes,95,2023,5,Low Value
D00262,Natasha,Flores,rebecca73@gmail.com,424-741-5163,Lake Wendy,CO,77281,2024-07-27,11,14239.37,No,32,2024,7,Medium Value
D00263,Mike,Reyes,xperez@yahoo.com,(956)614-8243,New Amandaside,IL,6222,2023-06-19,22,23020.86,No,31,2023,6,High Value
D00264,Eric,James,jonathan02@may.biz,(485)178-2757x73061,New Richard,CA,93293,2023-09-18,20,24211.11,Yes,17,2023,9,High Value
D00265,Martha,Gardner,deckerbrian@hotmail.com,601-741-9640x009,West Toddport,CA,4689,2022-12-23,8,13523.01,Yes,58,2022,12,Medium Value
D00266,Jade,Bates,knightwendy@hotmail.com,(568)359-6278,Lake Joseph,DC,3938,2022-09-14,29,11465.96,No,86,2022,9,Medium Value
D00267,Cheryl,Wells,vcampbell@hotmail.com,877.765.4023,Port Deannaville,MS,57857,2024-01-26,8,23626.53,No,35,2024,1,High Value
D00268,Vanessa,Lopez,cunninghamterri@schmidt.com,714-513-7402x8265,Nancyburgh,KS,91980,2024-01-21,26,16846.77,No,30,2024,1,High Value
D00269,Destiny,Cruz,karenwang@yahoo.com,+1-652-936-7562x7545,North Daniel,WY,60745,2022-09-01,17,1641.18,No,64,2022,9,Low Value
D00270,Alan,Middleton,vhayes@gmail.com,+1-403-498-9397x59553,Martinezside,SC,37849,2022-10-06,20,11653.82,No,53,2022,10,Medium Value
D00271,Lisa,Larsen,whitebarbara@yahoo.com,(422)094-7054x4765,Wilsonland,SD,66268,2025-01-20,20,6021.32,No,51,2025,1,Low Value
D00272,Kevin,Moore,moraleskelly@hotmail.com,390.187.6927x04388,Mitchellhaven,WY,1345,2022-12-29,23,11755.71,No,37,2022,12,Medium Value
D00273,Elizabeth,Bright,smithmarcus@gmail.com,287-158-3443x02997,Pierceside,LA,22987,2023-02-13,16,11397.53,Yes,90,2023,2,Medium Value
D00274,Sheila,Santiago,breannasaunders@hotmail.com,001-385-442-4029x480,East Debbie,SC,73454,2022-10-01,14,14561.98,No,6,2022,10,Medium Value
D00275,Dennis,Taylor,kaylaandrews@yahoo.com,688-698-9087x6342,Port Stephanie,KS,15955,2023-12-18,11,8932.13,No,34,2023,12,Medium Value
D00276,Darrell,Jones,kendraharris@garcia.org,247.711.5787x3781,Port Howardborough,WV,83746,2024-07-04,7,4123.48,No,56,2024,7,Low Value
D00277,Daniel,Smith,amberblevins@harrell-hebert.com,616-217-3671x38731,Jerrychester,NH,83991,2024-05-02,16,12602.91,Yes,96,2024,5,Medium Value
D00278,Angela,Griffith,frank43@barton.com,031-916-6616x2469,Karenport,KS,73794,2024-07-31,13,20758.47,No,25,2024,7,High Value
D00279,Joseph,Tucker,flowersnicholas@yahoo.com,001-889-676-2182x2479,East Hollyside,NJ,29434,2023-12-09,27,16607.03,No,13,2023,12,High Value
D00280,Cassandra,Kim,cwilliams@gonzalez-wise.org,+1-224-768-6707x1671,Morrowmouth,IN,48608,2025-02-18,15,8472.43,Yes,63,2025,2,Medium Value
D00281,Jennifer,Branch,costawilliam@ramsey.com,+1-489-579-2578x5235,Williamsview,DE,46173,2022-10-10,24,23389.37,No,66,2022,10,High Value
D00282,James,Miller,kara56@gmail.com,(980)093-4137,South Amandahaven,DE,15271,2022-11-12,16,22806.95,No,5,2022,11,High Value
D00283,Cynthia,May,marshmichael@hicks-duffy.com,454.247.1155,Lake Charlesport,WY,2529,2022-06-20,27,5249.52,No,75,2022,6,Low Value
D00284,Joseph,Perry,zlara@gomez.com,221.819.5171x90706,Elliottview,CO,71429,2024-01-20,21,1004.65,No,11,2024,1,Low Value
D00285,Tracy,Bryant,jerome16@yahoo.com,769.313.1645x383,New Tinaside,GA,94854,2022-09-23,23,18537.89,No,88,2022,9,High Value
D00286,Rebecca,Mccormick,jessica50@boone.org,642.550.3533,Michealborough,CO,27358,2023-07-17,24,20693.7,No,78,2023,7,High Value
D00287,Meghan,Munoz,apriltaylor@farmer-brown.com,001-210-125-4675x914,Port Corey,SD,18989,2022-06-27,9,24197.26,Yes,94,2022,6,High Value
D00288,Christopher,Simmons,christina26@gmail.com,001-995-977-0317,Petersonton,DE,19209,2023-02-02,3,22248.11,Yes,44,2023,2,High Value
D00289,Rodney,White,judypatrick@diaz.com,5682583201,Port Jillmouth,CT,64086,2022-08-06,19,15021.36,No,99,2022,8,High Value
D00290,Joshua,Hicks,zharris@brooks.com,354-563-6798x836,Chenview,OR,46317,2024-01-05,20,13260.71,No,85,2024,1,Medium Value
D00291,Adam,Arnold,anthony70@wiggins.biz,636.444.9810x63267,Lake Charlesborough,NY,16908,2023-07-04,5,715.47,No,69,2023,7,Low Value
D00292,Kellie,Cole,craigbailey@davis.com,001-392-060-4294x29921,Jamesbury,RI,23198,2023-01-02,10,6181.48,No,2,2023,1,Low Value
D00293,Dana,Kelly,ilucero@yahoo.com,924-743-5069,Mccallbury,WA,21103,2022-12-01,17,11501.18,Yes,40,2022,12,Medium Value
D00294,Jose,Lopez,collinsterrance@anderson-douglas.com,+1-782-099-3872x11203,Kerryshire,ND,96544,2022-05-11,15,15720.03,No,37,2022,5,High Value
D00295,Joyce,Jacobs,kvasquez@martinez.com,299.839.9015x05954,West Dorothyborough,SD,38807,2024-01-01,23,13940.15,Yes,49,2024,1,Medium Value
D00296,Andrea,Lane,donnapaul@powell.com,616.806.8030x4005,Porterbury,WY,4759,2024-11-06,25,18571.05,No,98,2024,11,High Value
D00297,Ronald,Bradford,jessicaturner@hotmail.com,+1-468-013-1433x60574,Christinechester,CT,84244,2022-07-16,8,7008.58,No,75,2022,7,Medium Value
D00298,Alec,Young,kathleen25@yahoo.com,211.154.9599,Lucasstad,MS,85356,2024-04-20,15,14132.52,No,36,2024,4,Medium Value
D00299,Charles,Shaw,bethmichael@gmail.com,(917)919-6909,Lake Roy,VA,35447,2022-08-26,21,2221.79,Yes,75,2022,8,Low Value
D00300,Nicole,Jenkins,bauertiffany@gmail.com,364-176-5920,Port Kimberly,IA,55709,2022-09-17,14,10353.36,Yes,73,2022,9,Medium Value
D00301,Rebecca,Payne,conleyjohn@morris-armstrong.info,(948)360-9016x801,East Kathryn,ID,29027,2022-04-23,20,18759.02,No,70,2022,4,High Value
D00302,Amy,Richardson,courtneymontoya@hotmail.com,001-153-609-6439x45349,Bradyfurt,SD,9587,2024-01-25,28,17341.15,No,34,2024,1,High Value
D00303,Mary,Good,dhaney@hotmail.com,320.096.0153x5305,East Alexville,GA,36604,2023-02-01,7,24766.26,No,58,2023,2,High Value
D00304,Brandi,Carroll,rwilson@hotmail.com,256.248.8880,Matthewhaven,WY,63660,2022-05-31,21,6961.72,Yes,37,2022,5,Low Value
D00305,Earl,Bush,wendy24@yahoo.com,970-464-8555x1693,Port Brett,NJ,41839,2023-04-17,23,12464.77,No,96,2023,4,Medium Value
D00306,David,Wilson,qalvarado@yahoo.com,(405)741-1935,Lake Kristenchester,DE,39639,2022-03-24,12,8251.67,No,60,2022,3,Medium Value
D00307,Kyle,Olson,caseyronald@gmail.com,910.389.1667,Lindachester,UT,29440,2024-04-23,17,11026.27,Yes,12,2024,4,Medium Value
D00308,Rachel,Vaughn,perezstephen@martinez.com,095.218.5868x043,North Jack,UT,53033,2024-10-16,17,21426.61,No,32,2024,10,High Value
D00309,Laura,Thomas,kurt68@burch.com,+1-429-008-8925x857,New John,WY,65742,2023-12-20,10,17111.54,Yes,81,2023,12,High Value
D00310,Michelle,Simon,donaldbecker@gmail.com,398.037.0377x31205,Lake Victoria,FL,9680,2023-03-07,29,22063.38,No,4,2023,3,High Value
D00311,Rachel,Terrell,alicia29@warren.com,-4427,Lake Cheyenneton,CO,86595,2024-05-20,19,5103.71,No,33,2024,5,Low Value
D00312,Jason,Terrell,erik29@bridges.com,781.340.9514x05018,Yatesshire,AL,10736,2023-08-10,14,21836.56,No,43,2023,8,High Value
D00313,John,Maxwell,joshuahaley@yahoo.com,361-700-0485,New Leon,OK,13514,2024-08-05,11,1512.86,No,9,2024,8,Low Value
D00314,Curtis,Marshall,asantana@yahoo.com,123-481-0945x2553,East Saraview,TN,64910,2023-04-06,2,22217.21,No,98,2023,4,High Value
D00315,Kimberly,Miller,derek40@gmail.com,001-962-556-1441x298,New Gregoryland,IL,57788,2024-07-01,18,8240.26,Yes,51,2024,7,Medium Value
D00316,Nicole,Wu,jason99@gmail.com,010.932.1529x417,North Elizabethshire,KY,8121,2024-10-21,7,7878.4,No,94,2024,10,Medium Value
D00317,Richard,Davis,etaylor@duran.biz,(111)483-2409x65261,East Kelseystad,KS,24747,2024-08-06,12,12811.97,No,20,2024,8,Medium Value
D00318,Christine,Kennedy,mmyers@flowers.com,(166)948-1001,North Laurie,ID,14315,2023-04-06,26,23518.44,No,39,2023,4,High Value
D00319,Eric,Harmon,patriciamartinez@hotmail.com,233-016-7965,Port Brianna,NC,99696,2023-01-07,2,1213.58,Yes,23,2023,1,Low Value
D00320,Sarah,Horne,scottchambers@smith-wilson.com,(673)238-3684x143,Lake Jonathanburgh,RI,61641,2023-02-05,27,8818.73,No,41,2023,2,Medium Value
D00321,Michelle,Miller,chall@short-weaver.org,462-280-7490x5389,Barbertown,WV,8021,2023-06-22,20,21417.17,Yes,44,2023,6,High Value
D00322,Theresa,Schultz,chadwerner@hotmail.com,001-059-509-4281x68362,Lake Destiny,NJ,53019,2022-08-26,18,9913.44,Yes,35,2022,8,Medium Value
D00323,Lisa,Yates,stefanie06@yahoo.com,772-108-7274x10591,Port Katherinestad,KS,7179,2025-01-16,6,4994.94,No,23,2025,1,Low Value
D00324,Nicole,Edwards,ksimmons@holt.com,(798)155-5184x955,East Michellestad,WY,80410,2024-08-03,24,10631.36,Yes,58,2024,8,Medium Value
D00325,Angel,Brown,brightcarrie@grimes.info,(964)352-2173,Port Michaeltown,ME,2240,2024-02-07,10,9651.1,No,48,2024,2,Medium Value
D00326,Jill,Cooper,gbrown@yahoo.com,(842)487-2980,West Richard,NM,69344,2023-10-18,20,22887.1,No,87,2023,10,High Value
D00327,Martin,Osborne,danielle56@hotmail.com,+1-202-917-2651x34204,Michaeltown,SD,73655,2022-04-17,15,19053.12,No,58,2022,4,High Value
D00328,Sarah,Harrison,christopher17@gmail.com,+1-578-131-4562x5303,Port Justin,MS,81561,2023-06-07,5,12637.79,No,57,2023,6,Medium Value
D00329,Leah,Hunt,brittanywade@gmail.com,2413001131,Johnsonville,MS,67227,2023-02-17,20,24709.5,No,87,2023,2,High Value
D00330,Michelle,Harrison,qobrien@yahoo.com,644-214-3778x0559,Port Arthurmouth,OH,62903,2023-09-13,3,11642.63,Yes,39,2023,9,Medium Value
D00331,Lisa,Gross,garzalaura@johnston.com,(277)026-0497,Blakechester,MS,38048,2024-03-27,5,1474.78,No,28,2024,3,Low Value
D00332,Joseph,Fisher,tochoa@hotmail.com,(979)987-2569x6411,Port Katrinaton,AK,21568,2022-09-16,25,6571.61,No,64,2022,9,Low Value
D00333,Kristin,Yu,deborah77@boyer.biz,507.649.9672,Cynthiamouth,SC,78568,2023-07-09,8,10913.04,No,62,2023,7,Medium Value
D00334,Daniel,Yates,ashleyjohnson@garcia-knapp.com,001-763-396-8007x119,East Sherylchester,WI,44827,2022-03-26,8,3939.43,No,83,2022,3,Low Value
D00335,Monica,Roberts,michael55@gmail.com,750-522-0112x7042,Brookefort,NV,94150,2022-09-23,8,23690.18,Yes,62,2022,9,High Value
D00336,Michele,Johnson,ubowers@yahoo.com,(593)323-8143,Kevinbury,NH,70556,2024-03-19,12,19175.89,No,94,2024,3,High Value
D00337,Jeffrey,Livingston,jasontownsend@hotmail.com,161.669.7446,Hardyville,OR,39802,2023-03-19,24,6721.81,Yes,85,2023,3,Low Value
D00338,Lisa,Curry,xmullins@gmail.com,001-707-119-8951,New Kimberlystad,MO,12904,2022-09-13,23,14778.3,No,88,2022,9,Medium Value
D00339,Steven,Acosta,cookchristina@hotmail.com,157-872-3903,Justinburgh,OR,66203,2022-05-07,8,18041.8,Yes,85,2022,5,High Value
D00340,Kevin,Elliott,maria11@sullivan.biz,155.860.2642x3624,Conleyville,CA,47558,2024-02-02,11,23533.15,No,26,2024,2,High Value
D00341,Laura,Brown,melissa75@shaffer-huang.com,884-693-7147x87508,Alexandraland,KS,35292,2023-02-15,14,22043.25,No,51,2023,2,High Value
D00342,Jeremy,Kennedy,allen39@stout-graves.net,+1-057-117-8444x00274,West Kristen,WA,72745,2022-05-14,8,12889.5,No,50,2022,5,Medium Value
D00343,Andrew,Jackson,raymonddominguez@gmail.com,001-894-244-3793x66604,West Tommyshire,MO,98564,2023-05-18,29,19370.82,No,36,2023,5,High Value
D00344,James,Williams,dawsonrobin@sullivan.net,867-118-8161x8277,New Monicashire,OH,62580,2022-08-21,24,14062.38,No,26,2022,8,Medium Value
D00345,Mark,Mooney,yanderson@gmail.com,+1-347-749-6784x5273,East Rodneyview,OH,67020,2023-07-03,28,13826.54,No,33,2023,7,Medium Value
D00346,Michelle,Lamb,nguyenjeffrey@gmail.com,001-318-815-6754x135,Gravesfurt,WI,10758,2024-01-27,10,2886.25,No,100,2024,1,Low Value
